dataset,file_name,class_label,split,path
eye_diseases,_10_3215668.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_10_3215668.jpg
eye_diseases,_110_5076150.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_110_5076150.jpg
eye_diseases,_111_9826667.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_111_9826667.jpg
eye_diseases,_112_3727502.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_112_3727502.jpg
eye_diseases,_112_9621689.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_112_9621689.jpg
eye_diseases,_113_1734230.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_113_1734230.jpg
eye_diseases,_113_2699140.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_113_2699140.jpg
eye_diseases,_114_3613830.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_114_3613830.jpg
eye_diseases,_114_5711178.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_114_5711178.jpg
eye_diseases,_114_9773152.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_114_9773152.jpg
eye_diseases,_115_1763401.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_115_1763401.jpg
eye_diseases,_115_6901151.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_115_6901151.jpg
eye_diseases,_116_4683353.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_116_4683353.jpg
eye_diseases,_117_6521529.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_117_6521529.jpg
eye_diseases,_118_6296686.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_118_6296686.jpg
eye_diseases,_119_6929742.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_119_6929742.jpg
eye_diseases,_119_9887385.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_119_9887385.jpg
eye_diseases,_11_7158929.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_11_7158929.jpg
eye_diseases,_120_2375814.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_120_2375814.jpg
eye_diseases,_120_3067914.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_120_3067914.jpg
eye_diseases,_121_3847336.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_121_3847336.jpg
eye_diseases,_121_5210506.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_121_5210506.jpg
eye_diseases,_122_7237312.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_122_7237312.jpg
eye_diseases,_123_8135331.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_123_8135331.jpg
eye_diseases,_124_496149.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_124_496149.jpg
eye_diseases,_125_6571967.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_125_6571967.jpg
eye_diseases,_126_1745653.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_126_1745653.jpg
eye_diseases,_126_4964568.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_126_4964568.jpg
eye_diseases,_127_2102071.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_127_2102071.jpg
eye_diseases,_128_4502689.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_128_4502689.jpg
eye_diseases,_129_3024383.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_129_3024383.jpg
eye_diseases,_129_5296959.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_129_5296959.jpg
eye_diseases,_12_5233869.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_12_5233869.jpg
eye_diseases,_130_3561448.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_130_3561448.jpg
eye_diseases,_130_7837321.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_130_7837321.jpg
eye_diseases,_131_7587386.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_131_7587386.jpg
eye_diseases,_131_863673.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_131_863673.jpg
eye_diseases,_132_7102134.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_132_7102134.jpg
eye_diseases,_133_1300923.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_133_1300923.jpg
eye_diseases,_134_4903477.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_134_4903477.jpg
eye_diseases,_135_5639464.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_135_5639464.jpg
eye_diseases,_135_7789155.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_135_7789155.jpg
eye_diseases,_136_4030185.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_136_4030185.jpg
eye_diseases,_137_7856304.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_137_7856304.jpg
eye_diseases,_138_1949117.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_138_1949117.jpg
eye_diseases,_139_583821.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_139_583821.jpg
eye_diseases,_13_3987009.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_13_3987009.jpg
eye_diseases,_140_1534199.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_140_1534199.jpg
eye_diseases,_141_3457945.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_141_3457945.jpg
eye_diseases,_141_9740629.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_141_9740629.jpg
eye_diseases,_142_7918627.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_142_7918627.jpg
eye_diseases,_143_1247400.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_143_1247400.jpg
eye_diseases,_143_9392801.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_143_9392801.jpg
eye_diseases,_144_4907178.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_144_4907178.jpg
eye_diseases,_144_6424765.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_144_6424765.jpg
eye_diseases,_144_7061237.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_144_7061237.jpg
eye_diseases,_145_6931784.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_145_6931784.jpg
eye_diseases,_146_4268935.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_146_4268935.jpg
eye_diseases,_146_5945090.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_146_5945090.jpg
eye_diseases,_147_3710804.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_147_3710804.jpg
eye_diseases,_147_3796034.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_147_3796034.jpg
eye_diseases,_148_6795884.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_148_6795884.jpg
eye_diseases,_149_3115900.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_149_3115900.jpg
eye_diseases,_149_9419457.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_149_9419457.jpg
eye_diseases,_14_7805520.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_14_7805520.jpg
eye_diseases,_150_2517277.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_150_2517277.jpg
eye_diseases,_150_8876899.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_150_8876899.jpg
eye_diseases,_151_4262050.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_151_4262050.jpg
eye_diseases,_151_5293593.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_151_5293593.jpg
eye_diseases,_152_8894820.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_152_8894820.jpg
eye_diseases,_152_9176638.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_152_9176638.jpg
eye_diseases,_153_5085382.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_153_5085382.jpg
eye_diseases,_154_1054490.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_154_1054490.jpg
eye_diseases,_154_6316287.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_154_6316287.jpg
eye_diseases,_155_2004552.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_155_2004552.jpg
eye_diseases,_156_6418009.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_156_6418009.jpg
eye_diseases,_157_2679833.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_157_2679833.jpg
eye_diseases,_157_8093661.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_157_8093661.jpg
eye_diseases,_158_2964657.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_158_2964657.jpg
eye_diseases,_158_6990173.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_158_6990173.jpg
eye_diseases,_159_1399279.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_159_1399279.jpg
eye_diseases,_159_5245707.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_159_5245707.jpg
eye_diseases,_159_8564797.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_159_8564797.jpg
eye_diseases,_15_7471583.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_15_7471583.jpg
eye_diseases,_160_9941636.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_160_9941636.jpg
eye_diseases,_160_9986895.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_160_9986895.jpg
eye_diseases,_161_3798587.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_161_3798587.jpg
eye_diseases,_162_3096677.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_162_3096677.jpg
eye_diseases,_162_3770706.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_162_3770706.jpg
eye_diseases,_163_2414975.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_163_2414975.jpg
eye_diseases,_163_6585488.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_163_6585488.jpg
eye_diseases,_163_6979961.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_163_6979961.jpg
eye_diseases,_164_4857097.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_164_4857097.jpg
eye_diseases,_165_8028203.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_165_8028203.jpg
eye_diseases,_166_6232447.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_166_6232447.jpg
eye_diseases,_166_7102152.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_166_7102152.jpg
eye_diseases,_167_2873590.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_167_2873590.jpg
eye_diseases,_168_2726147.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_168_2726147.jpg
eye_diseases,_168_4661031.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_168_4661031.jpg
eye_diseases,_169_5886938.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_169_5886938.jpg
eye_diseases,_16_1907643.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_16_1907643.jpg
eye_diseases,_16_8423210.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_16_8423210.jpg
eye_diseases,_170_1001041.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_170_1001041.jpg
eye_diseases,_170_4585047.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_170_4585047.jpg
eye_diseases,_170_5458800.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_170_5458800.jpg
eye_diseases,_171_4298450.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_171_4298450.jpg
eye_diseases,_171_5903297.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_171_5903297.jpg
eye_diseases,_172_1350351.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_172_1350351.jpg
eye_diseases,_172_4553386.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_172_4553386.jpg
eye_diseases,_172_5595526.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_172_5595526.jpg
eye_diseases,_173_6477739.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_173_6477739.jpg
eye_diseases,_173_9178799.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_173_9178799.jpg
eye_diseases,_174_1289707.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_174_1289707.jpg
eye_diseases,_174_2373322.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_174_2373322.jpg
eye_diseases,_175_2515467.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_175_2515467.jpg
eye_diseases,_175_4238344.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_175_4238344.jpg
eye_diseases,_176_2398738.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_176_2398738.jpg
eye_diseases,_176_4641501.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_176_4641501.jpg
eye_diseases,_176_7840976.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_176_7840976.jpg
eye_diseases,_177_2299576.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_177_2299576.jpg
eye_diseases,_178_8645920.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_178_8645920.jpg
eye_diseases,_179_3417628.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_179_3417628.jpg
eye_diseases,_17_1497593.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_17_1497593.jpg
eye_diseases,_17_6538881.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_17_6538881.jpg
eye_diseases,_180_5849178.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_180_5849178.jpg
eye_diseases,_180_8003252.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_180_8003252.jpg
eye_diseases,_181_2009794.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_181_2009794.jpg
eye_diseases,_181_5482893.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_181_5482893.jpg
eye_diseases,_182_8895927.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_182_8895927.jpg
eye_diseases,_182_9646286.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_182_9646286.jpg
eye_diseases,_183_2695432.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_183_2695432.jpg
eye_diseases,_183_2869065.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_183_2869065.jpg
eye_diseases,_184_5733369.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_184_5733369.jpg
eye_diseases,_184_5953446.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_184_5953446.jpg
eye_diseases,_185_1841552.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_185_1841552.jpg
eye_diseases,_185_7271854.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_185_7271854.jpg
eye_diseases,_186_7038738.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_186_7038738.jpg
eye_diseases,_187_1814280.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_187_1814280.jpg
eye_diseases,_187_5549549.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_187_5549549.jpg
eye_diseases,_188_5482423.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_188_5482423.jpg
eye_diseases,_189_1773149.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_189_1773149.jpg
eye_diseases,_189_5910645.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_189_5910645.jpg
eye_diseases,_18_3816222.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_18_3816222.jpg
eye_diseases,_18_952924.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_18_952924.jpg
eye_diseases,_190_3033991.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_190_3033991.jpg
eye_diseases,_190_7244239.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_190_7244239.jpg
eye_diseases,_191_9356535.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_191_9356535.jpg
eye_diseases,_192_7851600.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_192_7851600.jpg
eye_diseases,_193_4841605.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_193_4841605.jpg
eye_diseases,_193_6483689.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_193_6483689.jpg
eye_diseases,_194_6438145.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_194_6438145.jpg
eye_diseases,_195_1750450.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_195_1750450.jpg
eye_diseases,_195_3247880.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_195_3247880.jpg
eye_diseases,_196_4818116.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_196_4818116.jpg
eye_diseases,_196_6946219.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_196_6946219.jpg
eye_diseases,_197_2029104.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_197_2029104.jpg
eye_diseases,_197_5321234.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_197_5321234.jpg
eye_diseases,_198_3243264.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_198_3243264.jpg
eye_diseases,_198_3804403.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_198_3804403.jpg
eye_diseases,_198_6027510.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_198_6027510.jpg
eye_diseases,_199_2279189.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_199_2279189.jpg
eye_diseases,_19_9976222.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_19_9976222.jpg
eye_diseases,_1_5346540.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_1_5346540.jpg
eye_diseases,_1_7703314.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_1_7703314.jpg
eye_diseases,_200_9649683.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_200_9649683.jpg
eye_diseases,_201_2875079.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_201_2875079.jpg
eye_diseases,_201_841062.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_201_841062.jpg
eye_diseases,_202_4720633.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_202_4720633.jpg
eye_diseases,_203_3825515.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_203_3825515.jpg
eye_diseases,_203_6969732.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_203_6969732.jpg
eye_diseases,_204_5979635.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_204_5979635.jpg
eye_diseases,_204_6939524.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_204_6939524.jpg
eye_diseases,_205_1775772.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_205_1775772.jpg
eye_diseases,_206_4468888.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_206_4468888.jpg
eye_diseases,_206_6210252.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_206_6210252.jpg
eye_diseases,_207_6945490.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_207_6945490.jpg
eye_diseases,_207_8213037.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_207_8213037.jpg
eye_diseases,_208_168871.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_208_168871.jpg
eye_diseases,_208_2337200.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_208_2337200.jpg
eye_diseases,_209_2468249.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_209_2468249.jpg
eye_diseases,_209_4208693.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_209_4208693.jpg
eye_diseases,_20_6629557.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_20_6629557.jpg
eye_diseases,_210_8722439.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_210_8722439.jpg
eye_diseases,_211_3296609.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_211_3296609.jpg
eye_diseases,_211_9288352.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_211_9288352.jpg
eye_diseases,_212_7340392.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_212_7340392.jpg
eye_diseases,_212_8423506.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_212_8423506.jpg
eye_diseases,_213_1709362.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_213_1709362.jpg
eye_diseases,_214_267241.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_214_267241.jpg
eye_diseases,_214_5569507.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_214_5569507.jpg
eye_diseases,_215_3764172.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_215_3764172.jpg
eye_diseases,_216_7774590.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_216_7774590.jpg
eye_diseases,_217_6662129.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_217_6662129.jpg
eye_diseases,_217_8865645.jpg,cataract,train,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_217_8865645.jpg
eye_diseases,_218_2512305.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_218_2512305.jpg
eye_diseases,_218_687151.jpg,cataract,val,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_218_687151.jpg
eye_diseases,_219_4968838.jpg,cataract,test,/Users/an.s.babenko/Desktop/notebooks ipynb/eye_classification/cataract/_219_4968838.jpg
